uri	year	title	author	word_count	word_types	words_above_freq	word_types_above_freq	ncommon_tok	nold_tok	nnew_tok	nlapsed_tok	ncommon_typ	nold_typ	nnew_typ	nlapsed_typ
VAC5960	1851	The Sea-king	Burts, Robert, (d. 1839)	84314	8834	82989	8123	99.197484003904	0.24822566846209	0.51573100049404	0.038559327139741	97.045426566539	0.086175058475933	2.6714268127539	0.1969715622307
VAC5965	1851	Life in Varied Phases	Laing, Caroline H. Butler (1804-1892)	77276	8448	75810	7823	98.625511146287	0.51576309194038	0.7347315657565	0.12399419601636	96.765946567813	0.12782819890068	2.837786015595	0.26843921769142
VAC5967	1851	The Life and Adventures of an Arkansaw Doctor	Byrn, M. Lafayette (1826-1903)	47085	4779	46316	4335	98.890232317126	0.060454270662406	0.99101822264444	0.05829518956732	95.663206459054	0.069204152249135	3.921568627451	0.34602076124567
VAC5990	1851	The Regicide's Daughter	Carpenter, W. H. (1813-1899)	48735	6080	47949	5761	99.149095914409	0.27737804750881	0.52555840580617	0.04796763227596	96.736677660128	0.069432390210033	2.9161603888214	0.27772956084013
VAC6037	1851	Dream-land by Daylight	Chesebro', Caroline, (1825-1873)	171482	10461	169355	9515	99.251867379174	0.12222845502052	0.54264710224085	0.083257063564701	95.817130846033	0.084077771939044	3.7519705727798	0.34682080924855
VAC6056	1851	The Trial	Clare, Marie J.	16406	3004	16124	2866	98.517737534111	0.54577028032746	0.78144381046887	0.15504837509303	98.185624563852	0.13956734124215	1.5003489183531	0.17445917655269
VAC6089	1851	Mississippi Scenes, or, Sketches of Southern and Western Life and Adventure	Cobb, Joseph B. (1819-1858)	73947	10870	71452	9126	98.323349941219	0.20573251973353	1.2805799697699	0.19033756927728	94.871794871795	0.15340784571554	4.3282927898313	0.64650449265834
VAC6092	1851	The Bravo's Secret, or, The Spy of the "Ten"	Cobb, Sylvanus, (1823-1887)	54604	5059	53332	4783	99.30435760894	0.011250281257031	0.65251631290782	0.031875796894922	96.696633911771	0.083629521220991	3.0524775245662	0.16725904244198
VAC6111	1851	The Phantom, or, The Wrecking Smuggler of the Ken	Cobb, Sylvanus, (1823-1887)	60107	5483	59169	5125	99.423684699758	0.10309452584968	0.45293988406091	0.020280890331086	96.917073170732	0.097560975609756	2.8487804878049	0.13658536585366
VAC6243	1851	A Thrilling and Exciting Account of the Sufferings and Horrible Tortures Inflicted on Mortimer Bowers and Miss Sophia Delaplain by the Spanish Authorities	Delaplain, Sophia	11816	3226	10920	2351	98.956043956044	0.036630036630037	0.76007326007326	0.24725274725275	96.512122501063	0.12760527435134	2.381965121225	0.97830710336027
VAC6354	1851	The Separation ; The Divorce ; and The Coquette's Punishment	Dupuy, Eliza A. (1814-1881)	88300	8124	87476	7615	98.964287347387	0.42297315835201	0.56929900772783	0.043440486533449	96.50689428759	0.091923834537098	3.1779382797111	0.22324359816152
VAC6387	1851	Nouvellettes of the Musicians	Ellet, E. F. (1818-1877)	116450	9436	113948	8428	98.465966932285	0.042124477831994	1.1689542598378	0.32295433004528	95.94209776934	0.10678690080683	3.3578547698149	0.59326056003797
VAC6388	1851	Watching Spirits	Ellet, E. F. (1818-1877)	29989	4321	29692	4132	99.58574700256	0.0067358210965917	0.4041492657955	0.0033679105482958	98.015488867377	0.048402710551791	1.9119070667957	0.024201355275895
VAC6410	1851	The Camel Hunt	Fabens, Joseph Warren, (1821-1875)	57493	7623	56386	7019	98.893342319015	0.078033554428404	0.88674493668641	0.14187918986983	95.654651659781	0.042741131215273	3.8182077218977	0.48439948710643
VAC6416	1851	The Spanish Heroine	Falkner, William C., (1826-1889)	61123	4977	60205	4674	99.63292085375	0.019931899343908	0.32057138111453	0.026575865791878	97.603765511339	0.042789901583226	2.1394950791613	0.21394950791613
VAC6427	1851	The Female Volunteer, or, The Life, and Wonderful Adventures of Miss Eliza Allen, a Young Lady of Eastport, Maine.	Anonymous	22815	3484	22677	3377	99.519336772942	0.013229263130044	0.40569740265467	0.061736561273537	98.19366301451	0.059224163458691	1.5990524133847	0.14806040864673
VAC6464	1851	Malmiztic the Toltec and the Cavaliers of the Cross	Fosdick, W. W. (1825-1862)	130828	11395	126884	9566	99.471958639387	0.0086693357712556	0.49415213896157	0.025219885880016	96.727994982229	0.073175831068367	2.9374869328873	0.2613422538156
VAC6503	1851	The Island of Life	Gardiner, Frederic, (1822-1889)	11439	1790	11338	1732	99.761862762392	0.052919386135121	0.17639795378374	0.0088198976891868	98.845265588915	0.057736720554273	1.0392609699769	0.057736720554273
VAC6532	1851	The Victim of the Mysterious Mark, or, The Magic Mirror	Glossnap, Francis.	3789	1137	3712	1069	99.030172413793	0.080818965517241	0.88900862068966	0	97.754911131899	0.18709073900842	2.0579981290926	0
VAC6534	1851	Vala	Godwin, Parke, (1816-1904)	12569	3658	11900	3088	98.941176470588	0.10084033613445	0.80672268907563	0.15126050420168	96.729274611399	0.25906735751295	2.4935233160622	0.51813471502591
VAC6641	1851	Harry Grantham, or, The Robbers of Saint Louis	Anonymous	14049	2443	13888	2360	99.215149769585	0.12240783410138	0.54003456221198	0.12240783410138	97.415254237288	0.46610169491525	1.9915254237288	0.1271186440678
VAC6662	1851	The House of Seven Gables	Hawthorne, Nathaniel, (1804-1864)	105493	9835	102980	9039	99.124101767333	0.070887550980773	0.76713925033987	0.037871431345892	95.364531474721	0.077442194933068	4.2371943799093	0.320831950437
VAC6696	1851	Rena, or, The Snow Bird	Hentz, Caroline Lee, (1800-1856)	100366	9881	98763	8995	99.040126363112	0.33818332776445	0.5275254903152	0.094164818808663	96.097832128961	0.14452473596442	3.3240689271818	0.43357420789327
VAC6708	1851	Herbert Tracy, or, The Trials of Mercantile Life, and the Morality of Trade	Counting-House Man.	38541	5523	37699	4872	98.665747102045	0.43767739197326	0.7347675004642	0.16180800551739	96.059113300493	0.14367816091954	3.3456486042693	0.45155993431856
VAC6719	1851	The Lady Killer	Hicks, Rebecca.	43607	7389	42115	6264	98.050575804345	0.59836162887332	1.2133444141042	0.13771815267719	95.067049808429	0.12771392081737	4.0868454661558	0.7183908045977
VAC6767	1851	Mount Hope; or Philip, King of the Wampanoags	Hollister, G. H. (1817-1881)	83774	9412	81687	7980	99.325474065641	0.11140083489417	0.51783025450806	0.04529484495697	96.942355889724	0.16290726817043	2.593984962406	0.30075187969925
VAC6797	1851	The Widow Rugby's Husband	Hooper, Johnson Jones, (1815-1862)	39259	7185	36263	5441	97.471251689049	0.4329481840995	1.789703003061	0.30609712379009	94.100349200515	0.20216871898548	4.7785333578386	0.91894872266128
VAC6846	1851	The Belle of Paris, or, The Wrecker of the Cliff	Hunter, Fred.	51441	8138	48561	5807	98.87975947777	0.10914108029077	0.65690574741047	0.35419369452853	96.24591010849	0.20664714999139	3.0136042707078	0.53383847081109
VAC6850	1851	Alban	Huntington, J. V. (1815-1862)	166428	14992	161489	11655	98.59866616302	0.55979045012354	0.74989627776505	0.091647109091022	94.783354783355	0.18876018876019	4.4444444444444	0.58344058344058
VAC6914	1851	The City Merchant, or, The Mysterious Failure	Jones, J. B. (1810-1866)	67876	8699	65513	7183	97.713430922107	1.0288034435913	1.1356524659228	0.1221131683788	95.865237366003	0.16706111652513	3.4665181678964	0.50118334957539
VAC6950	1851	New York Aristocracy, or, Gems of Japonica-dom	Joseph, pseud.	40397	8267	38746	6880	98.028183554431	0.50585866928199	1.3317503742322	0.13420740205441	94.433139534884	0.24709302325581	4.6802325581395	0.63953488372093
VAC6954	1851	Margaret, Vol. 1	Judd, Sylvester, (1813-1853)	96995	13297	92248	9936	98.776125227647	0.14526060185587	0.9127569161391	0.16585725435782	94.836956521739	0.14090177133655	4.3176328502415	0.70450885668277
VAC6955	1851	Margaret, Vol. 2	Judd, Sylvester, (1813-1853)	94170	12261	90425	9677	98.689521703069	0.37600221177772	0.76527508985347	0.16920099529997	95.484137645965	0.11367159243567	3.8131652371603	0.58902552443939
VAC7022	1851	The Volcano Diggings	Kip, Leonard, (1826-1906)	35877	5584	35251	5240	99.02130436016	0.065246375989334	0.79714050665229	0.11630875719838	95.782442748092	0.11450381679389	3.6641221374046	0.43893129770992
VAC7060	1851	Florence, the Parish Orphan; and, A Sketch of the Village in the Last Century	Lee, Eliza Buckminster, (1794-1864)	36850	5779	35931	5006	99.307005093095	0.16420361247947	0.38685257855334	0.14193871587209	97.722732720735	0.19976028765481	1.7578905313624	0.3196164602477
VAC7073	1851	The Dennings and Their Beaux, and Alina Derlay...	Leslie, Eliza, (1787-1858)	63547	7907	60459	6140	98.24674572851	0.73272796440563	0.80881258373443	0.21171372334971	95.781758957655	0.22801302931596	3.4039087947883	0.58631921824104
VAC7074	1851	The Maid of Canal Street, and the Bloxhams	Leslie, Eliza, (1787-1858)	64488	7666	61530	6254	97.866081586218	0.98651064521372	0.87111977896961	0.27628798959857	95.746722097857	0.17588743204349	3.5337384074193	0.54365206267988
VAC7141	1851	The Glenns	McConnel, John Ludlum, (1826-1862)	118265	11566	114403	8837	98.966810310918	0.15209391362115	0.83127190720523	0.049823868255203	95.315152200973	0.2036890347403	3.9606201199502	0.52053864433631
VAC7156	1851	Evenings at Donaldson Manor, or, The Christmas Guest	McIntosh, Maria J. (1803-1878)	84110	7878	82836	7325	98.680525375441	0.6120527306968	0.65551209619006	0.05190979767251	96.546075085324	0.10921501706485	3.098976109215	0.2457337883959
VAC7179	1851	Sunbeams and Shadows, and Buds and Blossoms, or, Leaves From Aunt Minnie's Portfolio	McLeod, Georgie A. Hulse, (1835-1890)	77688	7144	75678	5989	98.689183117947	0.29863368482254	0.4149158275853	0.59726736964508	97.027884454834	0.13357822674904	2.2875271330773	0.55101018533979
VAC7184	1851	Time, or, The Incidents of a Life	McMechan, I. V. V.	33177	6993	30481	4528	98.956727141498	0.10170270004265	0.51835569699157	0.4232144614678	96.113074204947	0.39752650176678	2.4072438162544	1.0821554770318
VAC7185	1851	Willitoft, or, The Days of James I.	McSherry, James, (1819-1869)	87183	8926	84596	7510	99.371128658565	0.18913423802544	0.39836398884108	0.041373114568065	97.017310252996	0.18641810918775	2.4367509986684	0.3595206391478
VAC7209	1851	Second Love	Martell, Martha.	57437	7468	55325	6419	97.999096249435	1.2544057840036	0.69588793492996	0.05061003163127	96.619411123228	0.21810250817884	2.8820688580776	0.28041751051566
VAC7226	1851	Romance Dust from the Historic Placer	Mayo, William Starbuck, (1812-1895)	64354	8850	62004	7431	99.312947551771	0.077414360363847	0.52254693245597	0.087091155409328	96.783743776073	0.12111425111021	2.6645135244247	0.43062844839187
VAC7237	1851	Moby Dick, or, The Whale	Melville, Herman, (1819-1891)	219576	17748	211741	14325	98.614344883608	0.049116609442668	1.1764372511701	0.16010125577947	93.270506108202	0.076788830715532	6.0244328097731	0.6282722513089
VAC7242	1851	The Governess, or, The Effects of Good Example	Miles, George Henry, (1824-1871)	47172	7168	45162	5773	98.83751826757	0.50927771135025	0.51592046410699	0.13728355697268	96.552918759744	0.17322016282695	2.6329464749697	0.64091460245973
VAC7243	1851	Loretto, or, The Choice	Miles, George Henry, (1824-1871)	59850	7701	57572	6567	98.912665879247	0.42902799972209	0.61488223441951	0.043423886611547	96.680371554743	0.15227653418608	2.9237094563728	0.24364245469773
VAC7259	1851	Dream Life, a Fable of the Seasons	Mitchell, Donald Grant, (1822-1908)	58553	7065	57801	6596	99.031158630474	0.029411255860625	0.87887752807045	0.060552585595405	95.451788963008	0.12128562765312	4.1691934505761	0.25773195876289
VAC7297	1851	The Mother Rewarded and the Son Reclaimed	Anonymous	8870	2074	8786	2012	99.41953107216	0.068290462098794	0.47803323469155	0.034145231049397	98.459244532803	0.049701789264414	1.3419483101392	0.14910536779324
VAC7310	1851	Bell Brandon ; and the Withered Fig Tree	Myers, P. Hamilton (1812-1878)	57176	6563	56207	6120	98.850676961944	0.3024534310673	0.61202341345384	0.23484619353461	96.062091503268	0.16339869281046	3.4967320261438	0.27777777777778
VAC7414	1851	Gulliver Joi	Perce, Elbert, (1831-1869)	47299	5961	45637	5080	99.261564081776	0.11832504327629	0.56752196682516	0.052588908122795	96.751968503937	0.098425196850394	2.7952755905512	0.35433070866142
VAC7430	1851	The Sunny Side, or, The Country Minister's Wife	Trusta, H., (1815-1852)	34436	4051	33839	3659	98.720411359674	0.59103401400751	0.65013741540826	0.038417210910488	96.5837660563	0.16397922929762	3.033615742006	0.21863897239683
VAC7442	1851	Jamie Parker, the Fugitive	Pierson, Emily Catherine.	42946	6216	41455	5270	98.661198890363	0.20262935713424	1.0227958026776	0.11337594982511	96.679316888046	0.26565464895636	2.7324478178368	0.32258064516129
VAC7455	1851	The Bel Isabel; or, The Conspirators of Cuba.	Barrington, F. Clinton	67667	8123	65251	6314	98.904231352776	0.015325435625508	0.94711192165637	0.13333128994192	96.103896103896	0.12670256572696	3.151726322458	0.61767500791891
VAC7456	1851	Conrado de Beltran, or, The Buccaneer of the Gulf	Barrington, F. Clinton	69063	7888	66778	6292	99.153912965348	0.043427476114888	0.60948216478481	0.19317739375243	96.042593769866	0.22250476795931	3.2422123331214	0.49268912905277
VAC7457	1851	Kate Wynward; or, The Wanderer of the Sea.	Barrington, F. Clinton	61608	7611	59507	6096	99.260591190952	0.068899457206715	0.55959803048381	0.11091132135715	95.816929133858	0.24606299212598	3.248031496063	0.68897637795276
VAC7458	1851	The Young Fisherman, or, The Cruiser of the English Channel	Barrington, F. Clinton	67999	7741	66213	6405	99.315844320602	0.075513871898268	0.55125126485735	0.057390542642683	96.471506635441	0.21857923497268	2.888368462139	0.42154566744731
VAC7511	1851	Rambles in Chili and Life Among the Araucanian Indians in 1836	Will, the Rover (b. 1817)	37773	9329	34346	6111	98.817911838351	0.10772724625866	0.76864845979153	0.30571245559891	95.401734576992	0.39273441335297	3.0273277695958	1.1782032400589
VAC7609	1851	Black Ralph, the Forest Fiend!, or, The Wanderers of the West	Robinson, J. H. (John Hovey) (b. 1825)	57319	7894	53878	5480	99.107242288132	0.042689038197409	0.61806303129292	0.23200564237722	95.474452554745	0.29197080291971	2.992700729927	1.2408759124088
VAC7612	1851	The Life and Adventures of Wm. Harvard Stinchfield, or, The Wanderings of a Traveling Merchant	Robinson, J. H. (John Hovey) (b. 1825)	21371	4359	20754	3827	99.200154187145	0.057820179242556	0.66011371301918	0.081911920593621	96.864384635485	0.23517115233865	2.5607525476875	0.33969166448916
VAC7643	1851	Life's Discipline	Talvj, (1797-1870)	38361	7188	35993	5384	99.244297502292	0.10835440224488	0.50009724113022	0.14725085433279	96.916790490342	0.29717682020802	2.2288261515602	0.55720653789004
VAC7653	1851	To Love and To Be Loved	Roe, A. S. (1798-1886)	74879	7413	73215	6359	98.628696305402	0.64877415830089	0.56136037697193	0.16116915932527	96.210095927033	0.15725743041359	3.1294228652304	0.50322377732348
VAC7681	1851	The Dew-drop of the Sunny South	Rush, Caroline E.	36684	5574	35460	4616	99.001692047377	0.51325437112239	0.40609137055838	0.078962210941906	97.595320623917	0.30329289428076	1.7980935875217	0.30329289428076
VAC7691	1851	Ruth Churchill, or, The True Protestant	Anonymous	30911	4863	30064	4207	99.035391165514	0.39582224587547	0.48895689196381	0.079829696647153	97.004991680532	0.14261944378417	2.495840266223	0.35654860946042
VAC7734	1851	The Extraordinary and All-absorbing Journal of Wm. N. Seldon	Seldon, William N.	11286	2799	10912	2457	99.193548387097	0.045821114369501	0.65065982404692	0.1099706744868	97.476597476597	0.12210012210012	2.035002035002	0.36630036630037
VAC7761	1851	Drayton	Shreve, Thomas Hopkins.	120330	13817	115151	9939	99.093364365051	0.23186945836337	0.558397234935	0.11636894165053	95.572995271154	0.26159573397726	3.4208672904719	0.74454170439682
VAC7775	1851	Katharine Walton, or, The Rebel of Dorchester	Simms, William Gilmore, (1806-1870)	166513	14392	160265	10254	99.147037718778	0.16285527095748	0.60711945839703	0.08298755186722	95.094597230349	0.20479812755998	4.0667056758338	0.63389896625707
VAC7872	1851	The Mother-in-law, or, The Isle of Rays	Southworth, Emma Dorothy Eliza Nevitte, (1819-1899)	149040	12415	144970	9967	98.56177140098	0.38076843484859	0.99468855625302	0.06277160791888	95.374736630882	0.2006621852112	3.9229457208789	0.50165546302799
VAC7877	1851	Shannondale	Southworth, Emma Dorothy Eliza Nevitte, (1819-1899)	169795	16745	161089	11450	98.72058303174	0.21106344939754	0.88584571261849	0.18250780624375	93.799126637555	0.27947598253275	4.7772925764192	1.1441048034934
VAC8038	1851	The Rangers, or, The Tory's Daughter, Vol. 1	Thompson, Daniel P. (1795-1868)	67946	9085	65482	7239	99.089826211783	0.12522525274121	0.64292477322012	0.14202376225528	95.980107749689	0.23483906616936	3.1496062992126	0.63544688492886
VAC8039	1851	The Rangers, or, The Tory's Daughter, Vol. 2	Thompson, Daniel P. (1795-1868)	77496	10333	74367	7844	99.089649979157	0.065889440208695	0.66965186171286	0.17480871892103	95.53799082101	0.16573176950535	3.5313615502295	0.76491585925548
VAC8061	1851	Bertie, or, Life in the Old Field	Throop, George Higby, (1818-1896)	59582	9189	56148	6935	97.903754363468	0.34195340884804	1.4265868775379	0.32770535014604	94.318673395818	0.25955299206921	4.6431146359048	0.77865897620764
VAC8092	1851	Mutterings and Musings of an Invalid	Townsend, Frederic.	64197	9757	61745	7788	99.005587496963	0.037249979755446	0.85351040570087	0.10365211758037	95.005136106831	0.15408320493066	4.2501284026708	0.59065228556754
VAC8221	1851	The Wide, Wide World, Vol. 1	Warner, Susan, (1819-1885)	134790	7975	130459	6432	98.788891529139	0.49670777792257	0.5472983849332	0.16710230800481	95.475746268657	0.15547263681592	3.7779850746269	0.5907960199005
VAC8222	1851	The Wide, Wide World, Vol. 2	Warner, Susan, (1819-1885)	124339	8124	120715	6525	98.481547446465	0.7488713084538	0.59727457233981	0.17230667274158	95.616858237548	0.10727969348659	3.6015325670498	0.67432950191571
VAC8264	1851	The Portfolio of a Southern Medical Student	Wharton, George M., (d. 1853)	41100	9316	38604	7302	97.966531965599	0.4792249507823	1.3677339135841	0.18650917003419	94.590523144344	0.26020268419611	4.4782251437962	0.67104902766365
VAC8305	1851	The Fatalist	Wightman, Wm. F. (William F)	32234	10456	25494	4145	97.599435161214	0.35694673256453	0.99239036636071	1.0512277398604	92.641737032569	0.74788902291918	3.5705669481303	3.0398069963812
VAC8333	1851	The Dancing Star, or, The Smuggler of the Chesapeake	Willis, F. R.	70201	8520	67012	6530	99.033009013311	0.062675341729839	0.75658091088163	0.14773473407748	94.854517611026	0.26033690658499	3.9356814701378	0.94946401225115
VAC5805	1852	Walde-Warren	Bennett, Emerson, (1822-1905)	43455	4846	43043	4638	99.270496944916	0.27414446019097	0.43677252979579	0.018586065097693	97.930142302717	0.17248814144028	1.7464424320828	0.15092712376024
VAC7956	1852	The Two Altars, or, Two Pictures In One	Stowe, Harriet Beecher, (1811-1896)	5020	1351	4853	1270	98.949103647229	0.12363486503194	0.82423243354626	0.10302905419328	97.322834645669	0.15748031496063	2.1259842519685	0.39370078740157
VAC5575	1852	Alice Granger	Lady.	41081	5109	40514	4824	99.229895838476	0.19746260551908	0.50352964407365	0.069111911931678	97.014925373134	0.16583747927032	2.7155887230514	0.10364842454395
VAC5576	1852	Day-dreams	Allen, Martha	44179	6983	43303	6437	99.140937117521	0.06927926471607	0.70202988245618	0.087753735307023	96.535653254622	0.062140748796023	2.9982911294081	0.40391486717415
VAC5584	1852	Annals of the Empire City	New-Yorker	62282	6604	60959	6189	98.968158926492	0.26903328466674	0.6824258928132	0.080381896028478	97.333979641299	0.064630796574568	2.2943932783972	0.3069962837292
VAC5587	1852	The Arch Fiend, or, The Life, Confession, and Execution of Green H. Long ...	Anonymous	13064	2453	12878	2367	99.440906973132	0.046591085572294	0.48144121758037	0.031060723714863	97.887621461766	0.12674271229404	1.8166455428813	0.16899028305872
VAC5589	1852	Archibald Cameron, or, Heart Trials	Anonymous	60184	6700	59386	6338	99.184993096016	0.42265853904961	0.37214158219109	0.020206782743408	97.964657620701	0.11044493531082	1.7986746607763	0.12622278321237
VAC5610	1852	Confessions of a Housekeeper	Arthur, T. S. (1809-1885)	59754	6581	58699	6079	98.468457725004	0.57070818923661	0.86202490672754	0.098809179032011	95.278828754729	0.148050666228	4.0960684323079	0.47705214673466
VAC5630	1852	Married Life	Arthur, T. S. (1809-1885)	48702	4509	48105	4317	98.804698056335	0.74004781207775	0.37418147801684	0.081072653570315	97.382441510308	0.11582117211026	2.2932592077832	0.20847810979847
VAC5657	1852	True Riches, or, Wealth Without Wings	Arthur, T. S. (1809-1885)	53757	4833	53188	4619	98.309769120854	0.44370910731744	1.2220801684591	0.024441603369181	96.622645594284	0.086598830915783	3.1175579129682	0.17319766183157
VAC5717	1852	The Wonderful Adventures and Horrible Disclosures of a Louisville Policeman	Baldwin, Isaac.	9116	1941	9039	1885	99.347272928421	0.14382121916141	0.49784268171258	0.011063170704724	98.249336870027	0.053050397877984	1.6445623342175	0.053050397877984
VAC5724	1852	The Heart's Secret, or, The Fortunes of a Soldier	Ballou, Maturin Murray, (1820-1895)	56404	5518	55229	5242	99.554581832009	0.030780930308352	0.39290952217132	0.021727715511778	97.348340328119	0.076306753147654	2.4418161007249	0.13353681800839
VAC5743	1852	Bubbles of Fiction	Barrell, George.	79217	6886	78021	6505	99.377090783251	0.060240191743249	0.48961177118981	0.07305725381628	96.95618754804	0.12298232129131	2.7209838585703	0.19984627209839
